customer_id,region,age,household_size,tenure_months,contract_type,internet_service,monthly_charges,autopay,paperless_billing,streaming_services,support_tickets,late_payments,satisfaction_score,churned
CUST-01154,West,36,4,66,month-to-month,fiber,132.33,0,0,4,2,1,5.5,1
CUST-01155,South,39,1,22,month-to-month,fiber,102.94,0,1,2,3,0,5.5,0
CUST-01156,Northeast,44,2,43,month-to-month,fiber,128.3,0,1,4,1,0,7.3,1
CUST-01157,South,57,3,9,month-to-month,fiber,92.64,1,1,2,0,0,7.9,0
CUST-01158,South,23,3,62,month-to-month,fiber,95.98,1,0,2,3,0,6.9,0
CUST-01159,West,24,2,28,two-year,dsl,88.5,1,1,1,2,0,6.4,0
CUST-01160,South,68,1,25,month-to-month,fiber,84.77,0,1,1,4,0,4.9,1
CUST-01161,Northeast,52,1,42,month-to-month,fiber,124.19,1,1,4,2,0,7.1,0
CUST-01162,Northeast,39,2,36,two-year,fiber,127.35,1,0,2,1,0,7.0,0
CUST-01163,West,67,4,62,two-year,none,74.09,1,1,2,3,0,5.6,0
CUST-01164,West,58,5,39,one-year,none,72.89,0,1,1,0,1,6.6,0
CUST-01165,Northeast,68,2,38,month-to-month,fiber,112.65,1,1,3,0,0,8.1,0
CUST-01166,South,56,5,8,month-to-month,dsl,80.43,0,1,1,0,0,7.8,0
CUST-01167,South,48,5,2,month-to-month,fiber,73.16,1,0,1,2,0,6.9,0
CUST-01168,Midwest,72,2,29,month-to-month,dsl,65.68,1,1,0,2,0,8.1,0
CUST-01169,Midwest,77,1,72,month-to-month,dsl,98.48,1,1,4,2,0,7.3,0
CUST-01170,Midwest,62,2,67,one-year,none,43.27,1,1,0,1,0,7.9,0
CUST-01171,South,55,1,46,month-to-month,fiber,77.82,1,1,4,3,1,7.4,0
CUST-01172,Midwest,20,5,46,one-year,fiber,69.21,1,1,1,3,0,7.7,0
CUST-01173,Midwest,70,5,29,month-to-month,none,96.9,0,0,0,1,1,6.4,0
CUST-01174,Northeast,27,2,13,month-to-month,fiber,118.15,0,1,4,1,1,7.8,1
CUST-01175,Midwest,19,3,1,one-year,fiber,88.09,1,1,3,2,2,8.4,1
CUST-01176,Midwest,44,2,25,two-year,dsl,89.52,1,0,3,0,0,10.0,0
CUST-01177,South,22,1,23,month-to-month,dsl,91.21,1,1,2,3,0,7.3,1
CUST-01178,South,23,2,14,one-year,dsl,94.4,0,0,3,1,1,7.7,0
CUST-01179,Midwest,45,1,19,month-to-month,dsl,79.85,1,1,0,3,1,6.5,0
CUST-01180,West,41,3,2,month-to-month,dsl,112.31,0,1,1,3,0,7.5,0
CUST-01181,South,25,3,44,one-year,fiber,139.56,0,1,2,0,0,7.0,0
CUST-01182,Northeast,76,2,67,month-to-month,dsl,97.77,0,1,3,3,0,7.3,0
CUST-01183,Northeast,30,4,50,month-to-month,dsl,72.73,0,0,2,1,1,7.2,0
CUST-01184,West,30,4,33,month-to-month,dsl,93.15,1,1,2,2,0,6.2,1
CUST-01185,West,66,3,31,month-to-month,fiber,85.55,0,1,3,2,1,5.4,0
CUST-01186,Northeast,60,2,23,month-to-month,fiber,110.85,0,0,0,1,0,5.8,0
CUST-01187,West,39,2,11,month-to-month,dsl,83.49,1,0,2,3,0,7.0,1
CUST-01188,Northeast,33,3,44,two-year,fiber,79.03,0,1,1,0,1,9.7,0
CUST-01189,South,72,4,41,one-year,fiber,98.23,0,1,2,2,0,6.7,0
CUST-01190,West,20,2,1,month-to-month,dsl,84.73,0,0,0,1,0,6.5,0
CUST-01191,Midwest,56,4,30,month-to-month,fiber,90.52,0,0,4,0,0,8.9,0
CUST-01192,Midwest,23,2,21,one-year,fiber,95.7,1,0,4,3,0,6.9,0
CUST-01193,Northeast,18,3,13,month-to-month,fiber,103.48,0,1,4,0,0,9.0,0
CUST-01194,South,24,2,51,month-to-month,fiber,128.84,0,1,4,1,0,6.4,1
CUST-01195,Northeast,51,1,38,one-year,dsl,113.66,0,1,3,2,0,7.7,0
CUST-01196,Midwest,35,3,46,month-to-month,fiber,102.3,0,1,1,1,0,8.9,0
CUST-01197,South,59,4,52,month-to-month,fiber,38.78,0,0,0,2,1,5.6,0
CUST-01198,Northeast,75,3,71,month-to-month,fiber,87.78,0,1,3,2,1,6.2,0
CUST-01199,South,20,4,58,month-to-month,fiber,163.32,0,1,4,1,0,7.0,0
CUST-01200,Northeast,55,1,45,month-to-month,fiber,91.4,0,1,1,0,0,8.5,0
CUST-01201,Northeast,72,1,64,two-year,fiber,78.62,1,1,4,1,1,8.8,0
CUST-01202,Northeast,25,5,35,month-to-month,dsl,105.92,0,1,0,0,0,7.2,0
CUST-01203,South,43,3,71,one-year,fiber,77.09,0,1,1,0,3,9.7,0
CUST-01204,South,22,2,55,one-year,fiber,119.22,1,0,3,3,0,6.9,0
CUST-01205,Northeast,24,4,47,month-to-month,fiber,85.79,0,0,2,0,1,7.1,0
CUST-01206,Northeast,76,4,66,month-to-month,fiber,147.27,1,1,3,1,1,8.6,0
CUST-01207,West,33,5,38,month-to-month,fiber,68.38,0,1,1,1,1,7.2,1
CUST-01208,South,28,5,52,one-year,fiber,105.48,1,0,3,1,1,7.3,0
CUST-01209,Midwest,71,2,21,month-to-month,fiber,114.7,1,1,1,2,0,6.5,0
CUST-01210,West,34,1,70,one-year,fiber,80.71,0,1,0,1,0,9.5,0
CUST-01211,West,34,3,45,two-year,dsl,91.26,0,1,2,2,0,6.2,1
CUST-01212,South,68,1,57,one-year,fiber,116.66,1,1,2,1,1,8.7,0
CUST-01213,West,63,3,34,two-year,dsl,92.9,1,0,2,2,0,6.6,0
CUST-01214,South,51,1,63,one-year,dsl,50.33,0,1,0,2,0,6.5,0
CUST-01215,South,68,4,6,two-year,fiber,95.24,1,1,2,2,1,7.0,0
CUST-01216,Northeast,31,5,9,two-year,fiber,92.94,0,1,0,2,1,7.3,0
CUST-01217,South,65,2,37,one-year,fiber,126.49,1,1,4,2,2,5.4,1
CUST-01218,West,57,3,53,one-year,fiber,108.69,0,0,0,1,0,7.2,0
CUST-01219,Northeast,52,5,59,two-year,dsl,107.45,1,0,4,1,0,8.8,0
CUST-01220,Northeast,40,2,32,month-to-month,fiber,101.85,0,0,0,1,0,8.2,1
CUST-01221,South,25,4,47,one-year,dsl,67.62,1,1,3,1,0,7.6,0
CUST-01222,South,52,1,40,month-to-month,fiber,99.76,0,1,1,1,1,6.0,0
CUST-01223,South,66,4,70,two-year,dsl,68.12,1,1,0,5,0,5.9,0
CUST-01224,West,23,1,48,month-to-month,dsl,93.14,1,1,1,1,0,8.3,0
CUST-01225,West,27,1,31,one-year,fiber,97.56,1,0,0,0,0,8.6,0
CUST-01226,South,70,3,70,one-year,none,76.04,1,1,3,5,0,7.0,0
CUST-01227,West,69,5,8,two-year,none,90.54,1,1,4,0,0,8.2,0
CUST-01228,South,53,4,71,month-to-month,fiber,118.99,1,0,1,2,1,5.6,1
CUST-01229,South,45,3,12,one-year,fiber,101.94,0,1,2,0,0,7.7,0
CUST-01230,Midwest,18,2,21,one-year,fiber,91.82,1,1,0,4,1,6.0,0
CUST-01231,West,72,3,60,two-year,fiber,84.63,1,1,2,5,0,5.1,0
CUST-01232,Northeast,51,2,53,two-year,dsl,107.32,1,0,4,2,0,6.9,0
CUST-01233,Midwest,22,1,70,one-year,fiber,79.87,1,1,2,2,0,8.2,0
CUST-01234,South,39,5,54,one-year,fiber,109.12,1,1,4,1,2,6.7,0
CUST-01235,South,68,3,46,month-to-month,dsl,87.68,1,1,3,0,0,6.9,0
CUST-01236,Midwest,72,5,25,two-year,fiber,95.07,1,0,0,1,0,8.6,0
CUST-01237,Midwest,56,3,1,month-to-month,dsl,58.45,1,0,0,2,0,7.6,0
CUST-01238,West,26,2,9,one-year,fiber,94.65,0,1,1,1,0,6.7,0
CUST-01239,South,27,1,22,one-year,dsl,98.98,1,0,4,3,0,7.4,1
CUST-01240,West,38,4,3,month-to-month,dsl,63.15,1,0,0,1,0,6.5,1
CUST-01241,Midwest,63,4,37,month-to-month,fiber,92.65,1,1,0,1,0,6.9,0
CUST-01242,Midwest,63,5,56,month-to-month,dsl,105.08,1,0,4,1,0,6.6,0
CUST-01243,Midwest,62,2,70,two-year,fiber,81.41,1,1,0,2,0,6.9,0
CUST-01244,South,31,2,36,month-to-month,dsl,85.67,1,1,1,2,1,7.3,0
CUST-01245,Midwest,36,2,64,month-to-month,dsl,111.98,1,1,3,0,0,8.3,0
CUST-01246,Midwest,36,1,71,one-year,fiber,104.46,1,1,0,2,1,6.4,0
CUST-01247,Northeast,61,5,62,month-to-month,dsl,63.76,1,1,0,0,1,8.0,0
CUST-01248,West,64,2,34,two-year,dsl,97.56,1,0,3,0,1,8.5,0
CUST-01249,West,19,1,24,month-to-month,dsl,95.47,0,0,0,1,0,8.2,1
CUST-01250,Midwest,60,1,71,month-to-month,dsl,103.08,1,1,3,1,0,7.9,0
CUST-01251,Midwest,41,2,18,month-to-month,dsl,51.6,1,0,2,3,0,7.1,0
CUST-01252,Northeast,39,1,30,month-to-month,fiber,101.2,1,1,1,0,0,8.2,0
CUST-01253,Midwest,48,5,6,month-to-month,dsl,114.28,1,1,3,1,1,6.6,1
CUST-01254,West,46,5,58,one-year,dsl,68.83,0,0,1,2,0,7.2,0
CUST-01255,Northeast,76,5,47,month-to-month,fiber,156.41,0,0,4,2,0,7.8,1
CUST-01256,West,51,5,7,month-to-month,fiber,81.92,1,1,2,2,1,7.9,0
CUST-01257,South,67,1,16,month-to-month,fiber,106.28,1,1,3,1,0,5.2,0
CUST-01258,Northeast,71,4,40,month-to-month,fiber,113.98,1,0,1,3,0,7.0,0
CUST-01259,West,76,5,39,two-year,fiber,115.41,0,0,4,2,3,5.9,0
CUST-01260,Midwest,57,5,58,month-to-month,fiber,99.79,1,0,1,1,0,7.9,0
CUST-01261,West,74,3,20,two-year,dsl,82.24,1,1,2,1,1,6.4,0
CUST-01262,West,53,5,67,month-to-month,fiber,113.34,1,0,4,3,0,6.1,0
CUST-01263,Northeast,40,1,33,month-to-month,fiber,119.41,0,1,4,0,0,6.4,0
CUST-01264,Northeast,66,4,60,month-to-month,dsl,61.61,0,0,3,0,0,7.5,0
CUST-01265,Northeast,70,2,18,month-to-month,fiber,124.45,1,1,3,1,1,7.8,0
CUST-01266,West,36,5,3,one-year,fiber,114.44,1,1,3,1,0,8.3,0
CUST-01267,Midwest,75,5,4,month-to-month,dsl,96.52,1,0,2,0,1,9.8,0
CUST-01268,Northeast,44,5,27,month-to-month,none,94.9,0,1,3,0,1,7.1,1
CUST-01269,Midwest,31,1,69,one-year,dsl,152.55,0,1,2,1,0,6.9,0
CUST-01270,South,59,2,4,one-year,fiber,132.88,0,1,2,0,0,9.4,0
CUST-01271,Midwest,32,2,27,two-year,fiber,82.47,1,1,1,1,1,6.1,1
CUST-01272,West,42,5,8,two-year,none,98.3,0,1,1,2,0,7.3,0
CUST-01273,South,50,4,68,one-year,dsl,20.04,1,0,0,0,0,8.9,0
CUST-01274,West,46,5,49,one-year,dsl,81.95,1,1,3,0,1,6.1,0
CUST-01275,Midwest,24,5,55,one-year,dsl,68.89,1,1,0,0,0,7.5,0
CUST-01276,Northeast,27,2,52,month-to-month,fiber,84.83,0,1,0,3,0,5.0,0
CUST-01277,South,22,1,48,one-year,fiber,105.92,1,0,1,0,0,9.2,0
CUST-01278,West,54,4,56,month-to-month,dsl,81.35,1,0,0,1,1,6.7,0
CUST-01279,West,77,4,1,one-year,dsl,120.64,0,0,3,2,1,6.6,0
CUST-01280,Midwest,56,2,63,two-year,fiber,79.22,1,0,0,1,0,6.4,0
CUST-01281,Midwest,51,4,54,month-to-month,dsl,87.54,0,1,2,0,0,7.1,0
CUST-01282,West,69,2,54,two-year,fiber,139.58,1,1,3,0,0,7.7,0
CUST-01283,Northeast,19,4,29,two-year,none,82.72,1,0,2,0,0,8.3,0
CUST-01284,South,23,4,58,month-to-month,fiber,97.08,0,0,2,0,0,7.6,1
CUST-01285,South,77,4,28,month-to-month,dsl,85.93,1,0,1,2,0,8.3,0
CUST-01286,West,71,1,4,two-year,fiber,142.74,1,0,2,0,1,8.8,0
CUST-01287,West,51,5,66,two-year,dsl,76.16,1,1,3,0,0,6.9,0
CUST-01288,Midwest,23,4,17,month-to-month,dsl,65.11,0,0,2,0,0,8.8,0
CUST-01289,Northeast,29,2,8,month-to-month,fiber,100.26,0,1,3,0,0,8.6,0
CUST-01290,West,62,3,45,one-year,dsl,107.5,1,1,4,1,1,7.7,0
CUST-01291,West,31,2,17,month-to-month,none,82.27,1,1,1,0,0,9.0,0
CUST-01292,South,53,1,62,month-to-month,dsl,60.75,1,1,0,2,1,7.8,0
CUST-01293,West,63,3,32,month-to-month,fiber,93.54,0,1,2,2,0,6.3,1
CUST-01294,South,42,4,1,month-to-month,dsl,68.33,1,1,1,3,0,5.4,0
CUST-01295,Midwest,46,4,69,one-year,dsl,65.95,0,0,0,3,0,7.1,0
CUST-01296,Northeast,73,5,38,one-year,dsl,83.66,1,1,3,4,0,5.5,0
CUST-01297,Midwest,76,4,19,one-year,fiber,77.72,0,0,3,2,1,7.1,0
CUST-01298,Northeast,45,1,49,one-year,dsl,85.03,0,1,3,3,0,5.6,0
CUST-01299,Northeast,30,2,39,month-to-month,fiber,100.54,0,1,3,1,0,8.2,0
CUST-01300,West,19,3,3,month-to-month,fiber,99.6,1,1,2,0,2,6.9,0
CUST-01301,Midwest,28,5,55,month-to-month,fiber,119.85,0,0,2,3,0,6.0,0
CUST-01302,Midwest,49,1,29,month-to-month,fiber,75.51,1,0,1,3,0,6.2,0
CUST-01303,South,76,5,51,month-to-month,fiber,128.86,0,0,3,2,1,5.2,1
CUST-01304,Midwest,49,2,65,month-to-month,fiber,140.99,1,1,4,2,0,8.0,1
CUST-01305,Midwest,76,4,44,month-to-month,dsl,125.74,1,1,4,3,0,7.6,0
CUST-01306,South,62,3,49,month-to-month,dsl,90.42,0,1,2,0,0,7.7,0
CUST-01307,South,22,5,19,one-year,fiber,116.8,0,1,0,2,0,6.4,0
CUST-01308,Midwest,39,2,18,one-year,dsl,104.8,0,0,4,0,0,8.0,0
CUST-01309,Midwest,52,3,30,two-year,none,94.04,1,1,2,0,0,8.0,0
CUST-01310,South,22,4,62,one-year,none,80.74,1,1,3,0,0,8.4,0
CUST-01311,South,19,1,38,one-year,dsl,64.73,0,1,1,2,2,6.3,0
CUST-01312,West,38,2,26,month-to-month,none,111.26,1,1,4,2,0,6.2,0
CUST-01313,Midwest,71,4,57,one-year,dsl,138.3,1,1,4,0,2,9.0,1
CUST-01314,Northeast,54,4,62,month-to-month,none,53.4,1,0,0,2,0,6.8,0
CUST-01315,West,49,4,65,month-to-month,none,75.23,1,1,2,0,0,9.8,0
CUST-01316,Northeast,50,1,22,month-to-month,fiber,124.48,1,1,2,1,1,7.4,0
CUST-01317,Northeast,50,2,52,month-to-month,dsl,73.98,1,1,3,2,0,6.6,0
CUST-01318,South,68,5,43,month-to-month,dsl,68.99,1,0,1,3,1,5.9,0
CUST-01319,Northeast,37,5,33,one-year,dsl,80.74,0,1,0,2,0,6.8,0
CUST-01320,Northeast,34,3,29,two-year,none,59.01,1,1,1,2,1,7.0,0
CUST-01321,Midwest,34,3,9,one-year,fiber,108.86,1,0,2,0,0,8.7,1
CUST-01322,Midwest,52,1,20,one-year,fiber,100.95,1,1,1,0,0,7.4,0
CUST-01323,South,34,4,40,month-to-month,dsl,77.34,0,1,2,2,0,5.8,1
CUST-01324,Midwest,76,1,64,month-to-month,dsl,81.54,1,1,1,0,0,8.8,0
CUST-01325,Northeast,59,1,63,one-year,dsl,101.54,0,0,3,2,0,7.6,0
CUST-01326,South,36,3,14,month-to-month,dsl,87.34,1,1,2,1,0,6.1,1
CUST-01327,Midwest,33,5,49,month-to-month,dsl,62.36,0,1,0,0,0,8.3,0
CUST-01328,West,44,5,7,month-to-month,none,84.68,1,1,3,0,0,8.9,0
CUST-01329,South,69,3,49,two-year,fiber,79.6,0,1,1,2,1,7.1,0
CUST-01330,West,77,3,25,one-year,none,77.43,0,1,1,5,1,3.7,0
CUST-01331,South,49,3,33,month-to-month,fiber,109.21,0,1,3,0,0,6.6,0
CUST-01332,Midwest,26,3,52,one-year,dsl,79.04,0,1,1,1,0,7.6,0
CUST-01333,Northeast,20,4,31,month-to-month,fiber,88.74,1,1,0,1,1,9.0,0
CUST-01334,Midwest,52,4,59,month-to-month,dsl,74.99,1,1,1,2,0,6.5,0
CUST-01335,Midwest,55,3,39,month-to-month,fiber,100.12,1,0,1,3,0,7.0,0
CUST-01336,South,40,2,72,month-to-month,fiber,126.87,1,1,3,1,1,6.7,0
CUST-01337,South,71,5,46,one-year,dsl,97.51,1,0,3,1,0,9.4,0
CUST-01338,Midwest,20,4,22,month-to-month,dsl,75.4,0,1,0,0,0,7.9,0
CUST-01339,South,36,3,56,one-year,fiber,96.57,1,0,3,2,3,5.5,0
CUST-01340,South,63,2,30,month-to-month,dsl,67.58,1,1,3,1,0,6.8,0
CUST-01341,Midwest,32,3,39,one-year,fiber,85.07,0,1,0,1,0,6.8,0
CUST-01342,Northeast,29,5,10,one-year,fiber,69.42,1,1,1,1,2,7.5,0
CUST-01343,Midwest,61,2,9,one-year,fiber,106.9,1,1,3,4,0,5.6,0
CUST-01344,Northeast,71,5,42,one-year,dsl,68.35,1,0,2,0,0,8.0,0
CUST-01345,Northeast,29,2,14,two-year,dsl,70.71,1,0,1,0,0,10.0,0
CUST-01346,South,43,1,72,month-to-month,dsl,82.74,0,1,3,1,0,6.8,0
CUST-01347,Northeast,76,1,62,one-year,dsl,97.52,1,1,3,1,0,8.1,0
CUST-01348,Northeast,26,1,51,one-year,dsl,99.09,0,1,2,0,0,8.0,1
CUST-01349,South,26,2,53,month-to-month,dsl,72.66,1,1,0,1,0,7.5,0
CUST-01350,South,32,4,43,month-to-month,none,98.48,0,0,3,1,0,7.9,0
CUST-01351,South,46,3,5,month-to-month,fiber,132.2,1,0,0,0,3,5.4,0
CUST-01352,West,67,4,29,month-to-month,fiber,126.49,1,1,4,0,0,8.2,0
CUST-01353,Midwest,44,1,36,month-to-month,fiber,102.82,0,1,0,1,0,7.0,0
CUST-01354,South,40,4,66,month-to-month,dsl,74.7,0,1,0,2,0,6.9,0
CUST-01355,Midwest,68,4,16,one-year,dsl,86.11,0,1,1,0,0,8.0,0
CUST-01356,South,33,3,36,month-to-month,fiber,72.43,1,1,1,1,1,7.1,0
CUST-01357,Northeast,39,4,25,one-year,none,25.18,1,1,1,2,1,7.4,0
CUST-01358,South,32,1,10,month-to-month,none,66.91,0,1,4,0,0,7.4,0
CUST-01359,South,24,3,8,one-year,fiber,85.0,1,0,1,2,2,8.6,0
CUST-01360,South,52,4,27,month-to-month,fiber,140.17,1,1,4,1,0,6.7,0
CUST-01361,Midwest,76,1,6,month-to-month,fiber,93.38,1,1,0,2,0,8.3,0
CUST-01362,South,33,1,5,month-to-month,fiber,103.69,1,0,3,0,0,7.0,0
CUST-01363,South,22,4,26,one-year,dsl,87.04,1,1,0,2,1,6.9,0
CUST-01364,Midwest,74,3,15,month-to-month,dsl,89.2,1,1,1,1,1,7.6,0
CUST-01365,Northeast,24,2,40,two-year,fiber,72.48,0,1,0,0,1,7.1,0
CUST-01366,Northeast,20,2,2,month-to-month,fiber,106.78,0,0,1,0,1,6.7,0
CUST-01367,Northeast,62,5,22,one-year,fiber,108.41,1,0,2,2,2,6.6,0
CUST-01368,South,27,2,33,month-to-month,fiber,151.72,1,1,4,0,0,8.9,0
CUST-01369,Midwest,77,2,70,one-year,fiber,108.57,0,0,3,2,3,6.4,0
CUST-01370,Midwest,43,5,46,month-to-month,dsl,117.84,1,0,3,1,0,9.3,1
CUST-01371,West,58,2,64,month-to-month,dsl,99.23,0,1,2,2,0,7.3,0
CUST-01372,South,30,3,25,month-to-month,dsl,108.53,1,0,1,2,1,6.3,0
CUST-01373,West,30,2,33,month-to-month,fiber,87.62,1,1,1,0,0,5.7,0
CUST-01374,West,64,3,31,month-to-month,dsl,82.78,1,1,0,3,1,4.8,0
CUST-01375,Northeast,48,2,64,two-year,fiber,114.89,1,0,3,0,2,7.7,0
CUST-01376,Northeast,72,5,70,month-to-month,fiber,128.28,0,1,3,1,0,5.9,1
CUST-01377,South,73,1,70,month-to-month,dsl,109.45,0,0,2,0,2,7.2,0
CUST-01378,South,54,3,55,two-year,dsl,66.74,0,0,2,0,0,8.4,0
CUST-01379,Northeast,64,4,37,month-to-month,fiber,93.37,1,1,1,1,0,7.3,0
CUST-01380,South,69,5,39,month-to-month,fiber,150.68,0,1,4,2,0,6.5,1
CUST-01381,Northeast,52,1,71,one-year,dsl,102.27,1,0,4,0,0,10.0,0
CUST-01382,West,66,5,21,two-year,none,87.85,0,1,2,2,0,7.2,0
CUST-01383,West,19,2,25,one-year,dsl,86.87,1,1,3,2,1,7.0,0
CUST-01384,Northeast,27,4,65,month-to-month,fiber,96.2,0,1,1,2,1,5.6,1
CUST-01385,South,46,1,28,two-year,fiber,80.23,1,0,0,0,0,8.4,0
CUST-01386,Midwest,22,1,17,month-to-month,fiber,113.01,1,1,1,1,1,6.9,0
CUST-01387,South,45,3,41,two-year,fiber,129.27,1,1,4,4,2,7.4,0
CUST-01388,South,55,1,24,two-year,dsl,109.11,1,0,2,2,1,7.6,0
CUST-01389,Midwest,40,3,65,two-year,dsl,82.69,1,1,4,0,0,9.7,0
CUST-01390,West,76,3,66,month-to-month,fiber,116.28,0,1,1,3,1,6.1,1
CUST-01391,Midwest,70,3,23,month-to-month,dsl,89.24,1,0,2,0,1,9.0,0
CUST-01392,Midwest,67,1,39,one-year,dsl,51.46,1,1,0,1,0,7.0,0
CUST-01393,South,60,4,71,month-to-month,dsl,113.03,1,1,3,1,0,7.8,0
CUST-01394,South,54,2,54,month-to-month,fiber,113.86,1,0,1,4,0,5.1,1
CUST-01395,Midwest,57,4,16,two-year,fiber,114.76,0,1,0,0,0,7.8,0
CUST-01396,Midwest,24,2,43,one-year,fiber,98.3,1,1,1,1,0,7.9,0
CUST-01397,South,74,2,45,month-to-month,fiber,128.11,0,1,3,1,1,6.2,0
CUST-01398,Midwest,64,1,48,month-to-month,fiber,126.84,0,1,4,2,2,4.9,1
CUST-01399,Northeast,35,5,2,month-to-month,fiber,112.63,0,1,4,2,0,7.6,0
CUST-01400,Northeast,58,2,22,month-to-month,fiber,74.75,1,1,1,2,2,5.0,0
CUST-01401,South,42,1,62,month-to-month,fiber,100.23,0,1,2,2,0,8.3,0
CUST-01402,Northeast,74,2,18,one-year,none,71.51,1,0,2,1,0,7.2,0
CUST-01403,West,50,1,22,one-year,dsl,92.99,1,0,3,2,0,7.9,0
CUST-01404,Northeast,60,1,24,month-to-month,fiber,96.07,1,1,3,2,0,7.6,0
CUST-01405,West,29,1,13,month-to-month,none,69.61,0,1,0,4,0,4.7,0
CUST-01406,South,24,4,12,one-year,fiber,68.47,1,1,0,0,0,8.9,0
CUST-01407,Midwest,72,3,25,one-year,fiber,123.48,0,0,2,0,0,8.4,0
CUST-01408,Midwest,54,5,63,two-year,dsl,64.48,1,0,2,1,0,8.5,0
CUST-01409,Northeast,57,5,1,month-to-month,fiber,122.91,1,0,4,2,1,7.8,0
CUST-01410,West,42,4,21,one-year,fiber,112.12,0,1,4,1,1,8.1,0
CUST-01411,South,55,3,5,month-to-month,fiber,82.78,1,0,0,0,1,7.1,0
CUST-01412,Midwest,43,5,41,month-to-month,fiber,87.27,0,0,2,1,0,7.2,1
CUST-01413,South,56,5,19,two-year,dsl,70.91,1,1,2,0,1,7.5,0
CUST-01414,Northeast,55,1,58,month-to-month,fiber,113.46,0,1,2,3,1,5.4,0
CUST-01415,Northeast,31,3,43,month-to-month,fiber,88.61,1,1,0,0,0,8.5,0
CUST-01416,Midwest,71,4,57,month-to-month,fiber,125.0,1,0,4,0,2,8.1,0
CUST-01417,South,74,5,46,month-to-month,dsl,42.66,0,1,0,0,0,8.4,1
CUST-01418,South,63,3,32,month-to-month,fiber,146.07,1,1,4,1,1,7.6,0
CUST-01419,West,19,4,62,one-year,dsl,104.73,0,0,4,1,2,7.5,0
CUST-01420,Midwest,19,3,35,month-to-month,dsl,57.2,1,1,4,1,0,7.1,0
CUST-01421,Midwest,66,4,69,month-to-month,fiber,93.84,1,1,0,0,1,9.1,0
CUST-01422,Midwest,26,4,72,two-year,dsl,75.76,1,0,2,0,0,9.1,0
CUST-01423,Northeast,76,3,43,month-to-month,fiber,78.84,1,1,0,3,0,6.4,0
CUST-01424,Midwest,39,4,49,two-year,fiber,122.68,1,0,3,2,0,8.4,0
CUST-01425,West,28,1,19,month-to-month,fiber,131.86,1,0,4,5,0,4.9,1
CUST-01426,West,59,1,59,one-year,fiber,111.41,1,0,2,0,1,8.3,0
CUST-01427,Northeast,59,5,49,month-to-month,dsl,80.86,0,1,0,0,0,8.7,0
CUST-01428,Northeast,56,2,65,one-year,none,81.84,0,1,1,1,0,6.6,0
CUST-01429,West,64,2,20,month-to-month,fiber,72.03,1,1,0,2,0,9.0,1
CUST-01430,West,48,4,57,two-year,fiber,105.36,1,1,2,1,1,7.1,0
CUST-01431,Northeast,36,3,34,month-to-month,dsl,111.18,1,1,1,0,1,7.4,0
CUST-01432,West,43,3,14,one-year,fiber,139.04,1,1,4,2,0,7.4,1
CUST-01433,West,55,5,13,month-to-month,fiber,79.48,1,1,1,1,0,8.2,1
CUST-01434,Northeast,65,2,41,month-to-month,none,70.34,1,1,1,2,1,7.5,0
CUST-01435,Northeast,43,2,24,month-to-month,dsl,67.96,1,1,1,1,1,8.6,0
CUST-01436,West,23,1,8,month-to-month,none,90.02,0,1,4,1,3,6.5,1
CUST-01437,South,42,5,31,month-to-month,fiber,79.33,1,0,1,3,0,6.7,0
CUST-01438,Northeast,53,1,48,one-year,fiber,105.36,0,1,4,0,0,6.8,0
CUST-01439,Midwest,64,3,23,month-to-month,fiber,105.01,1,0,3,2,0,6.0,0
CUST-01440,Midwest,66,3,69,month-to-month,none,59.91,1,1,1,0,1,7.8,0
CUST-01441,South,65,5,57,month-to-month,fiber,95.27,1,1,2,2,0,7.3,0
CUST-01442,South,34,3,37,month-to-month,fiber,93.94,0,0,0,2,0,6.7,0
CUST-01443,South,19,1,68,month-to-month,fiber,101.53,1,0,4,1,0,8.0,0
CUST-01444,Northeast,30,2,32,one-year,dsl,101.43,0,1,4,1,0,7.6,0
CUST-01445,Northeast,25,3,11,month-to-month,dsl,52.85,0,1,1,2,1,6.3,1
CUST-01446,Midwest,58,4,3,two-year,dsl,53.9,1,1,0,4,0,8.4,0
CUST-01447,South,34,1,68,month-to-month,fiber,118.96,1,1,2,0,0,7.9,0
CUST-01448,South,28,4,70,month-to-month,dsl,87.14,0,0,3,4,0,6.6,0
CUST-01449,South,50,1,54,two-year,fiber,105.97,1,1,3,1,0,6.7,0
CUST-01450,Northeast,47,1,8,month-to-month,fiber,105.89,1,1,0,2,0,7.1,1
CUST-01451,Midwest,60,1,22,month-to-month,fiber,110.65,1,1,0,2,0,6.4,0
CUST-01452,Midwest,73,1,3,two-year,fiber,101.9,1,1,1,0,0,10.0,0
CUST-01453,Midwest,23,4,4,two-year,fiber,122.53,1,1,3,0,1,7.7,0
CUST-01454,Midwest,21,5,18,one-year,none,58.3,1,0,1,1,1,7.6,0
CUST-01455,Midwest,67,1,42,month-to-month,fiber,126.51,1,1,4,1,0,6.8,0
CUST-01456,Northeast,72,5,5,one-year,fiber,109.84,1,1,1,1,0,7.1,0
CUST-01457,West,38,2,71,two-year,dsl,115.75,0,1,4,1,0,7.6,0
CUST-01458,West,29,5,33,two-year,dsl,117.86,0,0,4,1,1,7.7,0
CUST-01459,Northeast,35,5,19,month-to-month,fiber,89.88,1,1,3,0,0,9.1,0
