customer_id,region,age,household_size,tenure_months,contract_type,internet_service,monthly_charges,autopay,paperless_billing,streaming_services,support_tickets,late_payments,satisfaction_score,churned,predicted_churn_probability,revenue_at_risk
CUST-01323,South,34,4,40,month-to-month,dsl,77.34,0,1,2,2,0,5.8,1,0.6876975923702316,53.186531793913716
CUST-01324,Midwest,76,1,64,month-to-month,dsl,81.54,1,1,1,0,0,8.8,0,0.1568280271615768,12.787757334754973
CUST-01325,Northeast,59,1,63,one-year,dsl,101.54,0,0,3,2,0,7.6,0,0.16846771250116038,17.106211527367826
CUST-01326,South,36,3,14,month-to-month,dsl,87.34,1,1,2,1,0,6.1,1,0.6158941987029362,53.792199314714445
CUST-01327,Midwest,33,5,49,month-to-month,dsl,62.36,0,1,0,0,0,8.3,0,0.2662795854335501,16.605194947636186
CUST-01328,West,44,5,7,month-to-month,none,84.68,1,1,3,0,0,8.9,0,0.315505830889821,26.71703375975004
CUST-01329,South,69,3,49,two-year,fiber,79.6,0,1,1,2,1,7.1,0,0.3118994697296283,24.82719779047841
CUST-01330,West,77,3,25,one-year,none,77.43,0,1,1,5,1,3.7,0,0.8442858253880744,65.3730514597986
CUST-01331,South,49,3,33,month-to-month,fiber,109.21,0,1,3,0,0,6.6,0,0.6951585991685874,75.91827061520142
CUST-01332,Midwest,26,3,52,one-year,dsl,79.04,0,1,1,1,0,7.6,0,0.14562742856945393,11.51039195412964
CUST-01333,Northeast,20,4,31,month-to-month,fiber,88.74,1,1,0,1,1,9.0,0,0.4181382091118518,37.10558467658573
CUST-01334,Midwest,52,4,59,month-to-month,dsl,74.99,1,1,1,2,0,6.5,0,0.3964686748915088,29.73118593011424
CUST-01335,Midwest,55,3,39,month-to-month,fiber,100.12,1,0,1,3,0,7.0,0,0.6351604652326652,63.59226577909445
CUST-01336,South,40,2,72,month-to-month,fiber,126.87,1,1,3,1,1,6.7,0,0.5624871130674705,71.36274003486997
CUST-01337,South,71,5,46,one-year,dsl,97.51,1,0,3,1,0,9.4,0,0.06393999340078647,6.23478875651069
CUST-01338,Midwest,20,4,22,month-to-month,dsl,75.4,0,1,0,0,0,7.9,0,0.4348812345047426,32.790045081657595
CUST-01339,South,36,3,56,one-year,fiber,96.57,1,0,3,2,3,5.5,0,0.5472868378543893,52.851489931598366
CUST-01340,South,63,2,30,month-to-month,dsl,67.58,1,1,3,1,0,6.8,0,0.4587861553560573,31.004768378962353
CUST-01341,Midwest,32,3,39,one-year,fiber,85.07,0,1,0,1,0,6.8,0,0.31787645588279223,27.041750101949134
CUST-01342,Northeast,29,5,10,one-year,fiber,69.42,1,1,1,1,2,7.5,0,0.3611482238921116,25.070909702590388
CUST-01343,Midwest,61,2,9,one-year,fiber,106.9,1,1,3,4,0,5.6,0,0.6704021534984866,71.66599020898822
CUST-01344,Northeast,71,5,42,one-year,dsl,68.35,1,0,2,0,0,8.0,0,0.06105270203323755,4.172952183971787
CUST-01345,Northeast,29,2,14,two-year,dsl,70.71,1,0,1,0,0,10.0,0,0.03210841913101807,2.2703863167542875
CUST-01346,South,43,1,72,month-to-month,dsl,82.74,0,1,3,1,0,6.8,0,0.42230994759799384,34.94192506425801
CUST-01347,Northeast,76,1,62,one-year,dsl,97.52,1,1,3,1,0,8.1,0,0.07978999839499806,7.781120643480211
CUST-01348,Northeast,26,1,51,one-year,dsl,99.09,0,1,2,0,0,8.0,1,0.11763152645828379,11.65610795675134
CUST-01349,South,26,2,53,month-to-month,dsl,72.66,1,1,0,1,0,7.5,0,0.29335630141881863,21.31526886109136
CUST-01350,South,32,4,43,month-to-month,none,98.48,0,0,3,1,0,7.9,0,0.4461922280877625,43.94101062208285
CUST-01351,South,46,3,5,month-to-month,fiber,132.2,1,0,0,0,3,5.4,0,0.9160976962215214,121.10811544048512
CUST-01352,West,67,4,29,month-to-month,fiber,126.49,1,1,4,0,0,8.2,0,0.46285932465298246,58.547075975355746
CUST-01353,Midwest,44,1,36,month-to-month,fiber,102.82,0,1,0,1,0,7.0,0,0.6914457306844565,71.09445002897581
CUST-01354,South,40,4,66,month-to-month,dsl,74.7,0,1,0,2,0,6.9,0,0.47820752927320137,35.72210243670814
CUST-01355,Midwest,68,4,16,one-year,dsl,86.11,0,1,1,0,0,8.0,0,0.20686743117263845,17.813354498275896
CUST-01356,South,33,3,36,month-to-month,fiber,72.43,1,1,1,1,1,7.1,0,0.5786565417797518,41.91209332110743
CUST-01357,Northeast,39,4,25,one-year,none,25.18,1,1,1,2,1,7.4,0,0.16808630315986992,4.232413113565524
CUST-01358,South,32,1,10,month-to-month,none,66.91,0,1,4,0,0,7.4,0,0.5592969886950968,37.422561513588924
CUST-01359,South,24,3,8,one-year,fiber,85.0,1,0,1,2,2,8.6,0,0.3814895333662966,32.42661033613521
CUST-01360,South,52,4,27,month-to-month,fiber,140.17,1,1,4,1,0,6.7,0,0.6984244137821607,97.89815007984545
CUST-01361,Midwest,76,1,6,month-to-month,fiber,93.38,1,1,0,2,0,8.3,0,0.6492310266987552,60.62519327312976
CUST-01362,South,33,1,5,month-to-month,fiber,103.69,1,0,3,0,0,7.0,0,0.6225450142132201,64.55169252376879
CUST-01363,South,22,4,26,one-year,dsl,87.04,1,1,0,2,1,6.9,0,0.30145021220406415,26.238226470241745
CUST-01364,Midwest,74,3,15,month-to-month,dsl,89.2,1,1,1,1,1,7.6,0,0.5754834389888759,51.33312275780773
CUST-01365,Northeast,24,2,40,two-year,fiber,72.48,0,1,0,0,1,7.1,0,0.1937891910674288,14.045840568567241
CUST-01366,Northeast,20,2,2,month-to-month,fiber,106.78,0,0,1,0,1,6.7,0,0.8047436219335222,85.9305239500615
CUST-01367,Northeast,62,5,22,one-year,fiber,108.41,1,0,2,2,2,6.6,0,0.5183668787637875,56.1961533267822
CUST-01368,South,27,2,33,month-to-month,fiber,151.72,1,1,4,0,0,8.9,0,0.4364064611748133,66.21158828944267
CUST-01369,Midwest,77,2,70,one-year,fiber,108.57,0,0,3,2,3,6.4,0,0.5739066153156087,62.30904122481564
CUST-01370,Midwest,43,5,46,month-to-month,dsl,117.84,1,0,3,1,0,9.3,1,0.21911412188075235,25.820408122427857
CUST-01371,West,58,2,64,month-to-month,dsl,99.23,0,1,2,2,0,7.3,0,0.5010552714972939,49.719714590676475
CUST-01372,South,30,3,25,month-to-month,dsl,108.53,1,0,1,2,1,6.3,0,0.7022177919831761,76.2116969639341
CUST-01373,West,30,2,33,month-to-month,fiber,87.62,1,1,1,0,0,5.7,0,0.5833325008004523,51.11159372013563
CUST-01374,West,64,3,31,month-to-month,dsl,82.78,1,1,0,3,1,4.8,0,0.8130627717837404,67.30533624825803
CUST-01375,Northeast,48,2,64,two-year,fiber,114.89,1,0,3,0,2,7.7,0,0.11635201608460487,13.367683127960253
CUST-01376,Northeast,72,5,70,month-to-month,fiber,128.28,0,1,3,1,0,5.9,1,0.6609674288362787,84.78890177111784
CUST-01377,South,73,1,70,month-to-month,dsl,109.45,0,0,2,0,2,7.2,0,0.5550354294975725,60.74862775850931
CUST-01378,South,54,3,55,two-year,dsl,66.74,0,0,2,0,0,8.4,0,0.05184819376156673,3.460348451646963
CUST-01379,Northeast,64,4,37,month-to-month,fiber,93.37,1,1,1,1,0,7.3,0,0.4912024412806403,45.86357194237338
CUST-01380,South,69,5,39,month-to-month,fiber,150.68,0,1,4,2,0,6.5,1,0.8327869581814825,125.48433885878579
CUST-01381,Northeast,52,1,71,one-year,dsl,102.27,1,0,4,0,0,10.0,0,0.02391715612802648,2.4460075572132682
CUST-01382,West,66,5,21,two-year,none,87.85,0,1,2,2,0,7.2,0,0.25210105591273946,22.14707776193416
CUST-01383,West,19,2,25,one-year,dsl,86.87,1,1,3,2,1,7.0,0,0.2831391751523203,24.596300145482065
CUST-01384,Northeast,27,4,65,month-to-month,fiber,96.2,0,1,1,2,1,5.6,1,0.7574249921202725,72.86428424197021
CUST-01385,South,46,1,28,two-year,fiber,80.23,1,0,0,0,0,8.4,0,0.08325740050462614,6.6797412424861555
CUST-01386,Midwest,22,1,17,month-to-month,fiber,113.01,1,1,1,1,1,6.9,0,0.734581736716715,83.01508206635597
CUST-01387,South,45,3,41,two-year,fiber,129.27,1,1,4,4,2,7.4,0,0.47112526709156155,60.90236327692617
CUST-01388,South,55,1,24,two-year,dsl,109.11,1,0,2,2,1,7.6,0,0.21128678450783922,23.053501057650337
CUST-01389,Midwest,40,3,65,two-year,dsl,82.69,1,1,4,0,0,9.7,0,0.017753620359967397,1.4680468675657041
CUST-01390,West,76,3,66,month-to-month,fiber,116.28,0,1,1,3,1,6.1,1,0.8293895015060535,96.44141123512391
CUST-01391,Midwest,70,3,23,month-to-month,dsl,89.24,1,0,2,0,1,9.0,0,0.32174706410629156,28.712708000845456
CUST-01392,Midwest,67,1,39,one-year,dsl,51.46,1,1,0,1,0,7.0,0,0.12733435765332873,6.552626044840297
CUST-01393,South,60,4,71,month-to-month,dsl,113.03,1,1,3,1,0,7.8,0,0.27306494367278344,30.864530583334712
CUST-01394,South,54,2,54,month-to-month,fiber,113.86,1,0,1,4,0,5.1,1,0.8072337921410694,91.91163957318216
CUST-01395,Midwest,57,4,16,two-year,fiber,114.76,0,1,0,0,0,7.8,0,0.24562139400657867,28.18751117619497
CUST-01396,Midwest,24,2,43,one-year,fiber,98.3,1,1,1,1,0,7.9,0,0.15577289099776745,15.31247518508054
CUST-01397,South,74,2,45,month-to-month,fiber,128.11,0,1,3,1,1,6.2,0,0.8313896442576311,106.50932732584512
CUST-01398,Midwest,64,1,48,month-to-month,fiber,126.84,0,1,4,2,2,4.9,1,0.9249861336044477,117.32524118638815
CUST-01399,Northeast,35,5,2,month-to-month,fiber,112.63,0,1,4,2,0,7.6,0,0.7957712358022443,89.62771428840676
CUST-01400,Northeast,58,2,22,month-to-month,fiber,74.75,1,1,1,2,2,5.0,0,0.8717505016098888,65.16334999533919
CUST-01401,South,42,1,62,month-to-month,fiber,100.23,0,1,2,2,0,8.3,0,0.5341655143893493,53.539409507244486
CUST-01402,Northeast,74,2,18,one-year,none,71.51,1,0,2,1,0,7.2,0,0.1669591520084807,11.939248960126454
CUST-01403,West,50,1,22,one-year,dsl,92.99,1,0,3,2,0,7.9,0,0.18121781661281217,16.851444766825402
CUST-01404,Northeast,60,1,24,month-to-month,fiber,96.07,1,1,3,2,0,7.6,0,0.6028753506898461,57.91823494077351
CUST-01405,West,29,1,13,month-to-month,none,69.61,0,1,0,4,0,4.7,0,0.8977730827933831,62.493984293247394
CUST-01406,South,24,4,12,one-year,fiber,68.47,1,1,0,0,0,8.9,0,0.1276115430356062,8.737562351647957
CUST-01407,Midwest,72,3,25,one-year,fiber,123.48,0,0,2,0,0,8.4,0,0.25990520014173046,32.093094113500875
CUST-01408,Midwest,54,5,63,two-year,dsl,64.48,1,0,2,1,0,8.5,0,0.028408543865881115,1.8317829084720143
CUST-01409,Northeast,57,5,1,month-to-month,fiber,122.91,1,0,4,2,1,7.8,0,0.7568767740662731,93.02772430048562
CUST-01410,West,42,4,21,one-year,fiber,112.12,0,1,4,1,1,8.1,0,0.41382340682588364,46.397880373318074
CUST-01411,South,55,3,5,month-to-month,fiber,82.78,1,0,0,0,1,7.1,0,0.6652560633048233,55.069896920373274
CUST-01412,Midwest,43,5,41,month-to-month,fiber,87.27,0,0,2,1,0,7.2,1,0.5715537394709133,49.879494843626595
CUST-01413,South,56,5,19,two-year,dsl,70.91,1,1,2,0,1,7.5,0,0.12015853670524025,8.520441837768585
CUST-01414,Northeast,55,1,58,month-to-month,fiber,113.46,0,1,2,3,1,5.4,0,0.8668813197152018,98.35635453488679
CUST-01415,Northeast,31,3,43,month-to-month,fiber,88.61,1,1,0,0,0,8.5,0,0.2816911672998044,24.96065433443567
CUST-01416,Midwest,71,4,57,month-to-month,fiber,125.0,1,0,4,0,2,8.1,0,0.48459644918747796,60.574556148434745
CUST-01417,South,74,5,46,month-to-month,dsl,42.66,0,1,0,0,0,8.4,1,0.27562320906463955,11.758086098697522
CUST-01418,South,63,3,32,month-to-month,fiber,146.07,1,1,4,1,1,7.6,0,0.7046892205264286,102.93395444229542
CUST-01419,West,19,4,62,one-year,dsl,104.73,0,0,4,1,2,7.5,0,0.23433202983162724,24.541593484266322
CUST-01420,Midwest,19,3,35,month-to-month,dsl,57.2,1,1,4,1,0,7.1,0,0.3353379497916164,19.18133072808046
CUST-01421,Midwest,66,4,69,month-to-month,fiber,93.84,1,1,0,0,1,9.1,0,0.24598598840750766,23.08332515216052
CUST-01422,Midwest,26,4,72,two-year,dsl,75.76,1,0,2,0,0,9.1,0,0.015723745065979164,1.1912309261985816
CUST-01423,Northeast,76,3,43,month-to-month,fiber,78.84,1,1,0,3,0,6.4,0,0.6541023275682277,51.56942750547908
CUST-01424,Midwest,39,4,49,two-year,fiber,122.68,1,0,3,2,0,8.4,0,0.10670278582798562,13.090297765377276
CUST-01425,West,28,1,19,month-to-month,fiber,131.86,1,0,4,5,0,4.9,1,0.9185069589743212,121.11432761035401
CUST-01426,West,59,1,59,one-year,fiber,111.41,1,0,2,0,1,8.3,0,0.12579978894747432,14.015354486638113
CUST-01427,Northeast,59,5,49,month-to-month,dsl,80.86,0,1,0,0,0,8.7,0,0.2693380609420097,21.778675607770904
CUST-01428,Northeast,56,2,65,one-year,none,81.84,0,1,1,1,0,6.6,0,0.1727371291236082,14.136806647476096
CUST-01429,West,64,2,20,month-to-month,fiber,72.03,1,1,0,2,0,9.0,1,0.46846347359069573,33.74342400273781
CUST-01430,West,48,4,57,two-year,fiber,105.36,1,1,2,1,1,7.1,0,0.15415250968475377,16.241508420385657
CUST-01431,Northeast,36,3,34,month-to-month,dsl,111.18,1,1,1,0,1,7.4,0,0.44519274371592943,49.49652924633704
CUST-01432,West,43,3,14,one-year,fiber,139.04,1,1,4,2,0,7.4,1,0.4109758998051956,57.1420891089144
CUST-01433,West,55,5,13,month-to-month,fiber,79.48,1,1,1,1,0,8.2,1,0.500059733228436,39.74474759699609
CUST-01434,Northeast,65,2,41,month-to-month,none,70.34,1,1,1,2,1,7.5,0,0.4778692035427787,33.61331977719905
CUST-01435,Northeast,43,2,24,month-to-month,dsl,67.96,1,1,1,1,1,8.6,0,0.3717085891711203,25.261315720069334
CUST-01436,West,23,1,8,month-to-month,none,90.02,0,1,4,1,3,6.5,1,0.8814640742089558,79.3493959602902
CUST-01437,South,42,5,31,month-to-month,fiber,79.33,1,0,1,3,0,6.7,0,0.6562562645523708,52.06080946693958
CUST-01438,Northeast,53,1,48,one-year,fiber,105.36,0,1,4,0,0,6.8,0,0.2637014448582544,27.783584230265685
CUST-01439,Midwest,64,3,23,month-to-month,fiber,105.01,1,0,3,2,0,6.0,0,0.7321012030541791,76.87794733271936
CUST-01440,Midwest,66,3,69,month-to-month,none,59.91,1,1,1,0,1,7.8,0,0.2161230470709376,12.94793175001987
CUST-01441,South,65,5,57,month-to-month,fiber,95.27,1,1,2,2,0,7.3,0,0.4934387054036659,47.00990546380725
CUST-01442,South,34,3,37,month-to-month,fiber,93.94,0,0,0,2,0,6.7,0,0.7272625179050293,68.31904093199844
CUST-01443,South,19,1,68,month-to-month,fiber,101.53,1,0,4,1,0,8.0,0,0.2970939931398176,30.163953123485683
CUST-01444,Northeast,30,2,32,one-year,dsl,101.43,0,1,4,1,0,7.6,0,0.22021767560280753,22.336678836392768
CUST-01445,Northeast,25,3,11,month-to-month,dsl,52.85,0,1,1,2,1,6.3,1,0.7633240289808448,40.34167493163765
CUST-01446,Midwest,58,4,3,two-year,dsl,53.9,1,1,0,4,0,8.4,0,0.18126932437771145,9.770416583958648
CUST-01447,South,34,1,68,month-to-month,fiber,118.96,1,1,2,0,0,7.9,0,0.3172276897417231,37.73740597167538
CUST-01448,South,28,4,70,month-to-month,dsl,87.14,0,0,3,4,0,6.6,0,0.5964227528474362,51.97227868312559
CUST-01449,South,50,1,54,two-year,fiber,105.97,1,1,3,1,0,6.7,0,0.15304126297762827,16.21778263773927
CUST-01450,Northeast,47,1,8,month-to-month,fiber,105.89,1,1,0,2,0,7.1,1,0.7269121824002742,76.97273099436504
CUST-01451,Midwest,60,1,22,month-to-month,fiber,110.65,1,1,0,2,0,6.4,0,0.7506664248250124,83.06123990688764
CUST-01452,Midwest,73,1,3,two-year,fiber,101.9,1,1,1,0,0,10.0,0,0.0966900793268515,9.85271908340617
CUST-01453,Midwest,23,4,4,two-year,fiber,122.53,1,1,3,0,1,7.7,0,0.24687440433653704,30.249520763355882
CUST-01454,Midwest,21,5,18,one-year,none,58.3,1,0,1,1,1,7.6,0,0.16188525283729457,9.437910240414274
CUST-01455,Midwest,67,1,42,month-to-month,fiber,126.51,1,1,4,1,0,6.8,0,0.6057577296159835,76.63441037371808
CUST-01456,Northeast,72,5,5,one-year,fiber,109.84,1,1,1,1,0,7.1,0,0.3576767429781607,39.287213448721175
CUST-01457,West,38,2,71,two-year,dsl,115.75,0,1,4,1,0,7.6,0,0.09463261490509936,10.953725175265252
CUST-01458,West,29,5,33,two-year,dsl,117.86,0,0,4,1,1,7.7,0,0.19647570702429737,23.156626829883688
CUST-01459,Northeast,35,5,19,month-to-month,fiber,89.88,1,1,3,0,0,9.1,0,0.32033642693082304,28.791838052542374
CUST-01460,West,46,4,38,month-to-month,dsl,65.75,0,0,0,2,1,6.0,0,0.7055626267675833,46.3907427099686
CUST-01461,South,18,3,57,month-to-month,fiber,83.23,1,0,0,1,0,7.0,0,0.38989178894905124,32.450693594229534
CUST-01462,South,25,5,23,month-to-month,fiber,68.32,0,0,0,0,1,8.8,1,0.5100202848984046,34.844585864258995
CUST-01463,South,20,3,4,one-year,dsl,107.54,1,1,3,4,1,7.4,0,0.5167872169293393,55.57529730858115
CUST-01464,West,60,1,4,month-to-month,dsl,92.32,1,0,3,0,2,7.5,1,0.6337003354470768,58.503214968474126
CUST-01465,Midwest,44,2,62,month-to-month,fiber,124.92,1,1,4,2,1,7.2,1,0.6034541695536308,75.38349486063957
CUST-01466,West,77,1,9,month-to-month,fiber,115.76,1,1,4,2,1,8.3,0,0.743475711898446,86.06474840936411
CUST-01467,Midwest,44,2,46,month-to-month,fiber,126.52,1,1,1,1,0,9.9,0,0.3054616747643087,38.64701109118033
CUST-01468,South,36,1,28,month-to-month,fiber,104.56,1,1,1,1,0,7.9,0,0.5362131036855117,56.0664421213571
CUST-01469,Northeast,36,3,56,month-to-month,none,77.81,0,1,3,3,0,6.9,1,0.5616260530222364,43.70012318566022
CUST-01470,West,73,3,5,month-to-month,dsl,101.42,1,0,3,1,0,7.7,0,0.5196229604745252,52.70016065132634
CUST-01471,Northeast,29,3,65,two-year,dsl,90.35,1,1,1,0,0,7.1,0,0.04448442054003702,4.019167395792344
CUST-01472,West,61,2,51,month-to-month,fiber,88.32,0,0,0,2,0,7.1,0,0.6322611812635495,55.84130752919668
CUST-01473,Northeast,70,2,33,month-to-month,dsl,51.88,0,0,0,2,2,7.5,1,0.6682761774911481,34.670168088240764
CUST-01474,West,75,3,15,month-to-month,fiber,143.82,1,0,4,2,1,6.1,0,0.8603764052366688,123.7393346011377
CUST-01475,Northeast,23,2,71,month-to-month,fiber,95.49,0,1,1,0,3,5.4,0,0.7876065231529552,75.20854689587568
CUST-01476,Northeast,58,1,22,month-to-month,fiber,100.9,1,0,3,3,0,7.0,1,0.701202658815857,70.75134827451997
CUST-01477,South,66,4,36,month-to-month,fiber,82.91,0,0,4,0,0,6.3,0,0.6361476382371815,52.74300068624471
CUST-01478,West,58,3,29,month-to-month,none,98.43,1,1,4,2,0,5.6,1,0.6694119239282663,65.89021567225926
CUST-01479,West,68,1,17,month-to-month,dsl,105.7,1,0,2,1,0,6.1,0,0.6241613515714308,65.97385486110024
CUST-01480,Northeast,74,5,30,one-year,dsl,102.64,1,1,3,4,0,4.4,0,0.5562377753736294,57.09224526434932
CUST-01481,Midwest,70,2,11,month-to-month,dsl,78.85,1,1,0,0,0,9.1,0,0.3021260762389078,23.82264111143788
CUST-01482,Midwest,61,4,1,month-to-month,dsl,117.24,0,1,4,2,1,6.6,1,0.8685087294678326,101.82396344280869
CUST-01483,West,29,1,21,one-year,dsl,102.89,1,0,4,1,0,9.8,0,0.0817065796703331,8.406789982280573
CUST-01484,Northeast,68,2,9,month-to-month,dsl,55.69,1,0,1,2,1,7.4,1,0.575340131720497,32.04069193551448
CUST-01485,Northeast,59,2,30,month-to-month,dsl,67.27,1,1,1,0,0,10.0,0,0.1520224303917994,10.226548892456346
CUST-01486,West,35,1,63,month-to-month,dsl,109.67,0,1,3,0,0,7.3,0,0.3880019623579222,42.55217521179333
CUST-01487,Northeast,56,3,12,month-to-month,fiber,119.78,0,0,2,1,0,7.6,1,0.7267447179872936,87.04948232051802
CUST-01488,West,28,2,1,month-to-month,none,93.54,1,0,3,0,0,7.0,0,0.5029153242486579,47.042699430219464
CUST-01489,South,68,2,8,two-year,fiber,77.07,1,1,0,3,0,6.6,0,0.3844440208496742,29.62910068688439
CUST-01490,Midwest,56,3,37,two-year,fiber,98.93,0,0,1,0,0,9.5,0,0.08546544181374048,8.455096158633346
CUST-01491,South,56,5,20,two-year,none,68.32,1,1,3,3,0,6.8,0,0.20743401259062255,14.171891740191331
CUST-01492,South,33,2,36,month-to-month,fiber,120.21,0,1,4,2,0,6.5,1,0.7991417792912783,96.06483328860456
CUST-01493,Northeast,27,1,3,month-to-month,fiber,85.16,1,1,0,3,1,6.2,1,0.8563169092215515,72.92394798930732
CUST-01494,Northeast,43,4,24,month-to-month,fiber,100.72,0,1,3,2,0,6.9,0,0.7598237090122638,76.52944397171521
CUST-01495,South,38,3,30,month-to-month,fiber,108.18,0,1,0,1,0,7.4,0,0.6989746386303778,75.61507640703428
CUST-01496,Northeast,69,5,32,month-to-month,none,85.47,0,1,4,1,0,8.5,0,0.4260867550884995,36.41763495741405
CUST-01497,West,77,4,40,month-to-month,dsl,83.65,0,1,1,1,0,6.7,0,0.5757192010411093,48.158911167088796
CUST-01498,West,55,1,57,month-to-month,fiber,104.54,1,1,1,0,0,7.9,0,0.3345909385732811,34.978136718450806
CUST-01499,Northeast,65,4,34,month-to-month,none,109.69,0,1,3,0,1,7.7,0,0.5668458891848485,62.177325584686024
CUST-01500,Midwest,74,1,61,month-to-month,dsl,104.49,1,1,4,0,2,6.8,0,0.4890240115940994,51.09811897146744
CUST-01501,Midwest,62,3,39,one-year,dsl,94.81,1,0,2,0,0,8.0,0,0.08499509616829723,8.05838506771626
CUST-01502,West,39,1,19,month-to-month,fiber,98.3,1,1,1,0,0,8.8,0,0.4041927103858601,39.732143430930044
CUST-01503,West,31,4,17,two-year,fiber,154.56,1,1,4,1,0,7.2,0,0.270839613396932,41.860970646629816
CUST-01504,West,34,5,24,month-to-month,fiber,117.95,0,0,4,1,0,9.8,0,0.4711731303280704,55.574870722195904
CUST-01505,West,36,5,44,month-to-month,fiber,114.1,0,1,2,1,0,8.8,0,0.4936731150230825,56.32810242413371
CUST-01506,Midwest,30,1,18,month-to-month,dsl,70.91,1,1,0,0,1,8.0,0,0.4087795395550016,28.986557149845165
CUST-01507,West,58,5,66,month-to-month,fiber,89.65,1,1,4,1,2,7.6,1,0.49458144169953144,44.339226248363
CUST-01508,South,76,4,35,month-to-month,dsl,96.33,1,1,3,1,0,8.2,0,0.36847899971021103,35.49558204208463
CUST-01509,Northeast,33,5,63,month-to-month,dsl,104.52,1,0,2,2,0,7.5,0,0.29537204688409,30.872286340325086
CUST-01510,South,43,3,50,one-year,fiber,94.89,1,1,0,1,0,8.0,0,0.14594782057690717,13.84898869454272
CUST-01511,Midwest,74,4,25,month-to-month,fiber,129.41,1,0,4,1,2,9.5,0,0.5840468059644345,75.58149715985746
CUST-01512,Northeast,73,3,17,month-to-month,dsl,110.18,1,1,3,1,0,6.9,1,0.564327637021649,62.17761904704529
CUST-01513,West,19,4,54,two-year,none,76.8,1,1,1,1,1,7.3,0,0.08387471349176115,6.441577996167256
CUST-01514,West,38,4,24,month-to-month,fiber,106.18,1,1,1,2,1,6.8,0,0.7515363434104771,79.79812894332447
CUST-01515,Northeast,38,2,18,one-year,none,71.96,1,0,1,2,0,7.9,0,0.1566234178152424,11.27062114598484
CUST-01516,West,35,2,67,month-to-month,dsl,91.94,0,1,4,1,0,9.1,1,0.2489573091850012,22.889135006469008
CUST-01517,West,74,5,35,month-to-month,dsl,76.78,0,1,2,1,0,7.3,0,0.5214214653457754,40.03474010924864
CUST-01518,South,64,5,4,month-to-month,fiber,87.45,0,0,4,3,0,6.7,0,0.8587195326457533,75.09502312987112
CUST-01519,West,21,1,36,month-to-month,dsl,121.78,0,0,3,0,0,8.2,0,0.42066883479721906,51.22905070160534
CUST-01520,Midwest,55,1,34,one-year,dsl,71.27,1,0,1,1,0,7.8,0,0.1080892119296978,7.7035181342295616
CUST-01521,South,52,4,63,month-to-month,fiber,100.97,1,1,2,1,1,8.4,1,0.39873493920722636,40.260266811753645
CUST-01522,Midwest,49,4,52,month-to-month,none,78.87,0,1,4,1,1,7.4,0,0.5122142942794242,40.39834138981819
CUST-01523,West,61,2,14,month-to-month,none,105.93,1,1,2,1,1,8.2,0,0.5627222827671685,59.60917141352616
CUST-01524,Midwest,44,5,11,two-year,fiber,112.1,0,1,3,3,1,6.0,0,0.6552681977784761,73.45556497096717
CUST-01525,Midwest,60,1,44,one-year,dsl,71.54,1,1,0,1,0,7.4,0,0.11747494170970822,8.404157329912527
CUST-01526,Midwest,45,1,4,two-year,dsl,121.04,0,1,2,2,1,6.5,1,0.5288299670639154,64.00957921341632
CUST-01527,Midwest,74,3,23,one-year,dsl,99.61,1,0,2,1,1,7.9,0,0.20479955697240138,20.4000838700209
CUST-01528,Northeast,68,3,10,one-year,dsl,73.49,1,0,1,1,0,8.9,0,0.10844357831029311,7.96951857002344
CUST-01529,Midwest,21,2,2,month-to-month,fiber,99.1,1,0,4,3,0,8.3,1,0.6631360750693066,65.71678503936828
CUST-01530,Midwest,27,4,67,two-year,fiber,109.7,1,1,1,1,2,7.6,0,0.14960435103401473,16.411597308431418
CUST-01531,Northeast,41,5,7,month-to-month,fiber,111.42,0,1,4,2,2,7.9,1,0.865848848148744,96.47287866073306
CUST-01532,West,21,1,1,month-to-month,none,70.82,1,1,0,1,1,7.9,0,0.563001780203796,39.871786074032826
CUST-01533,Northeast,22,4,68,one-year,fiber,105.04,0,1,2,1,0,7.0,0,0.2060294742615731,21.641335976435638
CUST-01534,Northeast,18,3,14,month-to-month,none,82.0,1,1,2,1,2,7.2,0,0.6376272263109994,52.285432557501956
CUST-01535,South,71,5,59,month-to-month,fiber,112.93,1,1,1,0,0,8.8,0,0.2784623454565282,31.446752672405733
CUST-01536,Midwest,47,2,3,month-to-month,fiber,73.2,1,1,2,2,0,7.8,0,0.6383664760037778,46.72842604347654
CUST-01537,Northeast,64,4,12,month-to-month,none,80.06,1,0,4,3,0,6.0,0,0.6904347139611092,55.2762031997264
CUST-01538,South,67,4,8,two-year,dsl,94.51,0,0,2,2,0,6.8,0,0.33670525922499145,31.822014049353943
CUST-01539,Northeast,27,2,51,month-to-month,fiber,108.25,1,1,2,0,0,7.8,0,0.3362005636048981,36.39371101023022
CUST-01540,West,58,3,45,one-year,fiber,128.42,0,1,4,0,0,8.0,0,0.23562160529587114,30.25852655209577
CUST-01541,Midwest,55,4,35,month-to-month,fiber,116.86,1,1,4,4,0,6.2,1,0.7985541622773994,93.3190394037369
CUST-01542,West,77,3,18,one-year,fiber,79.16,1,0,0,3,2,8.0,0,0.45738418357519633,36.20653197181254
CUST-01543,South,70,4,7,month-to-month,fiber,101.66,1,1,3,0,0,7.7,0,0.5833468528806973,59.30304106385169
CUST-01544,Midwest,54,4,41,two-year,dsl,80.0,1,1,4,2,1,5.6,0,0.22920316362777338,18.33625309022187
